Group,Time,Id,User,Message,Message filtered,Source,Script
group 539,1/25/2016 16:40,R_Av0QqGexyO3ezu1,User 2,I don't feel comfortable sharing a story like that.,I don't feel comfortable sharing a story like that.,mturk,Close
group 539,1/25/2016 16:40,R_Av0QqGexyO3ezu1,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?","When	did	you	last	cry	in	front	of	another	person?	By	yourself?",mturk,Close
group 539,1/25/2016 16:41,R_20ZJYxDvpVven35,User 1,too long to remember,too long to remember,mturk,Close
group 539,1/25/2016 16:41,R_20ZJYxDvpVven35,User 1,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?","When	did	you	last	cry	in	front	of	another	person?	By	yourself?",mturk,Close
group 539,1/25/2016 16:41,R_Av0QqGexyO3ezu1,User 2,"Again, I don't feel comfortable sharing that.","Again, I don't feel comfortable sharing that.",mturk,Close
group 539,1/25/2016 16:41,R_Av0QqGexyO3ezu1,User 2,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?","If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",mturk,Close
group 539,1/25/2016 16:42,R_20ZJYxDvpVven35,User 1,My husband how much he means to me.  Because it's easier to not say it.,My husband how much he means to me.  Because it's easier to not say it.,mturk,Close
group 539,1/25/2016 16:43,R_20ZJYxDvpVven35,User 1,"If	you	were	to	die	this	evening	with	no	opportunity	to communicate	with	anyone,	what	would	you	most	regret	not	having	told someone?	Why	haven't	you	told	them	yet?","If	you	were	to	die	this	evening	with	no	opportunity	to communicate	with	anyone,	what	would	you	most	regret	not	having	told someone?	Why	haven't	you	told	them	yet?",mturk,Close
group 539,1/25/2016 16:43,R_Av0QqGexyO3ezu1,User 2,Telling my wife about the offshore account I opened 5 years ago. It's my secret.,Telling my wife about the offshore account I opened 5 years ago. It's my secret.,mturk,Close
group 539,1/25/2016 16:43,R_Av0QqGexyO3ezu1,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?","Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",mturk,Close
group 539,1/25/2016 16:44,R_20ZJYxDvpVven35,User 1,my computer with all all our family photos/videos,my computer with all all our family photos/videos,mturk,Close
group 539,1/25/2016 16:44,R_20ZJYxDvpVven35,User 1,because you can't get back memories,because you can't get back memories,mturk,Close
group 539,1/25/2016 16:44,R_20ZJYxDvpVven35,User 1,"Your	house,	containing	everything	you	own,	catches	fire.	After saving	your	loved	ones	and	pets,	you	have	time	to	safely	make	a	final	dash	to save	any	one	item.	What	would	it	be?	Why?","Your	house,	containing	everything	you	own,	catches	fire.	After saving	your	loved	ones	and	pets,	you	have	time	to	safely	make	a	final	dash	to save	any	one	item.	What	would	it	be?	Why?",mturk,Close
group 539,1/25/2016 16:44,R_Av0QqGexyO3ezu1,User 2,The box of money I hid in the attic. Because it's money.,The box of money I hid in the attic. Because it's money.,mturk,Close
group 539,1/25/2016 16:44,R_Av0QqGexyO3ezu1,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?","Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",mturk,Close
group 539,1/25/2016 16:45,R_20ZJYxDvpVven35,User 1,My children's - I could imagine my life without them,My children's - I could imagine my life without them,mturk,Close
group 539,1/25/2016 16:45,R_20ZJYxDvpVven35,User 1,"Of	all	the	people	in	your	family, whose	death	would	you	find most	disturbing?	Why?","Of	all	the	people	in	your	family, whose	death	would	you	find most	disturbing?	Why?",mturk,Close
group 539,1/25/2016 16:45,R_Av0QqGexyO3ezu1,User 2,My brother. Because I'm afraid of how he may die.,My brother. Because I'm afraid of how he may die.,mturk,Close
group 539,1/25/2016 16:46,,System,>> User 2 has Disconnected,,,
group 539,1/25/2016 16:46,,System,>> User 1 has Disconnected,,,
group 539,1/25/2016 16:50,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 539,1/25/2016 17:00,,System,>> This chat has now expired.,,,
group 54,12/30/2015 0:10,,System,>> User 1 has Connected,,,
group 54,12/30/2015 0:13,,System,>> User 1 has Disconnected,,,
group 540,1/25/2016 16:31,,System,>> User 1 has Connected,,,
group 540,1/25/2016 16:33,,System,>> All chat participants have arrived. You may now chat!,,,
group 540,1/25/2016 16:33,,System,>> User 2 has Connected,,,
group 540,1/25/2016 16:33,R_vwQZMjZev7w1ltv,User 1,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?","Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",mturk,Close
group 540,1/25/2016 16:35,R_vwQZMjZev7w1ltv,User 1,Hi by the way.,Hi by the way.,mturk,Close
group 540,1/25/2016 16:37,R_1OoWxsGuSXGUSc7,User 2,Hi,Hi,mturk,Close
group 540,1/25/2016 16:37,R_1OoWxsGuSXGUSc7,User 2,Jennifer Lawrence,Jennifer Lawrence,mturk,Close
group 540,1/25/2016 16:37,R_1OoWxsGuSXGUSc7,User 2,". Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",". Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",mturk,Close
group 540,1/25/2016 16:39,R_vwQZMjZev7w1ltv,User 1,LL cool J,LL cool J,mturk,Close
group 540,1/25/2016 16:39,R_vwQZMjZev7w1ltv,User 1,"What	would	constitute	a	""perfect""	day	for	you?","What	would	constitute	a	""perfect""	day	for	you?",mturk,Close
group 540,1/25/2016 16:39,R_1OoWxsGuSXGUSc7,User 2,A perfect day for me would consist of someone cleaning my house for me and winning a scratch off ticket!,A perfect day for me would consist of someone cleaning my house for me and winning a scratch off ticket!,mturk,Close
group 540,1/25/2016 16:40,R_1OoWxsGuSXGUSc7,User 2,"What	would	constitute	a	""perfect""	day	for	you?","What	would	constitute	a	""perfect""	day	for	you?",mturk,Close
group 540,1/25/2016 16:40,R_vwQZMjZev7w1ltv,User 1,"a perfect day for me would be waking up well rested, going thrift store shopping, eating out no cooking or cleaning and a movie at the end","a perfect day for me would be waking up well rested, going thrift store shopping, eating out no cooking or cleaning and a movie at the end",mturk,Close
group 540,1/25/2016 16:40,R_vwQZMjZev7w1ltv,User 1,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?","If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",mturk,Close
group 540,1/25/2016 16:41,R_1OoWxsGuSXGUSc7,User 2,The body,The body,mturk,Close
group 540,1/25/2016 16:41,R_1OoWxsGuSXGUSc7,User 2,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?","If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",mturk,Close
group 540,1/25/2016 16:41,R_vwQZMjZev7w1ltv,User 1,"thats a tricky question, I would want both, but would guess mind. I wouldn't want to be in great shape and locked away in a nut house","thats a tricky question, I would want both, but would guess mind. I wouldn't want to be in great shape and locked away in a nut house",mturk,Close
group 540,1/25/2016 16:42,R_vwQZMjZev7w1ltv,User 1,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?","If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",mturk,Close
group 540,1/25/2016 16:42,R_1OoWxsGuSXGUSc7,User 2,"It is a tricky question. I Chose body because usually your mind get wiser, but at the same it deteriotes","It is a tricky question. I Chose body because usually your mind get wiser, but at the same it deteriotes",mturk,Close
group 540,1/25/2016 16:42,R_1OoWxsGuSXGUSc7,User 2,I would want my parents to be happier while i was growing up,I would want my parents to be happier while i was growing up,mturk,Close
group 540,1/25/2016 16:42,R_vwQZMjZev7w1ltv,User 1,TRUE,TRUE,mturk,Close
group 540,1/25/2016 16:43,R_1OoWxsGuSXGUSc7,User 2,". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",mturk,Close
group 540,1/25/2016 16:43,R_vwQZMjZev7w1ltv,User 1,"I would want to be raised by both my parents, lost my dad early to cancer early in my childhood :worried:","I would want to be raised by both my parents, lost my dad early to cancer early in my childhood :worried:",mturk,Close
group 540,1/25/2016 16:43,R_1OoWxsGuSXGUSc7,User 2,aweee im so sorry!!!!!,aweee im so sorry!!!!!,mturk,Close
group 540,1/25/2016 16:44,R_vwQZMjZev7w1ltv,User 1,"IT's ok, he was a awesome guy what time we did have with him :wink:","IT's ok, he was a awesome guy what time we did have with him :wink:",mturk,Close
group 540,1/25/2016 16:44,R_vwQZMjZev7w1ltv,User 1,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?","If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",mturk,Close
group 540,1/25/2016 16:45,R_1OoWxsGuSXGUSc7,User 2,I would want the ability to be able to be more calm about situations. I tend to freak out a little,I would want the ability to be able to be more calm about situations. I tend to freak out a little,mturk,Close
group 540,1/25/2016 16:45,R_1OoWxsGuSXGUSc7,User 2,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?","If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",mturk,Close
group 540,1/25/2016 16:46,R_vwQZMjZev7w1ltv,User 1,"thats a good ability to want. for me, to be musically inclined with all music, instruments and singing","thats a good ability to want. for me, to be musically inclined with all music, instruments and singing",mturk,Close
group 540,1/25/2016 16:46,R_vwQZMjZev7w1ltv,User 1,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?","If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",mturk,Close
group 540,1/25/2016 16:46,R_1OoWxsGuSXGUSc7,User 2,thats awesome.I always wished to have a nice voice. and maybe play the piano without knowing the notes !,thats awesome.I always wished to have a nice voice. and maybe play the piano without knowing the notes !,mturk,Close
group 540,1/25/2016 16:47,R_vwQZMjZev7w1ltv,User 1,yes that would be awesome to play by ear.,yes that would be awesome to play by ear.,mturk,Close
group 540,1/25/2016 16:47,R_1OoWxsGuSXGUSc7,User 2,"I would want to know things i should change about myself, to live a better and easier life","I would want to know things i should change about myself, to live a better and easier life",mturk,Close
group 540,1/25/2016 16:47,R_1OoWxsGuSXGUSc7,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?","If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",mturk,Close
group 540,1/25/2016 16:48,R_vwQZMjZev7w1ltv,User 1,"oh man, I guess all the winning lottery ticket numbers hee hee","oh man, I guess all the winning lottery ticket numbers hee hee",mturk,Close
group 540,1/25/2016 16:49,R_1OoWxsGuSXGUSc7,User 2,I didnt even think of that!,I didnt even think of that!,mturk,Close
group 540,1/25/2016 16:49,R_vwQZMjZev7w1ltv,User 1, :laughing:, :laughing:,mturk,Close
group 540,1/25/2016 16:49,R_vwQZMjZev7w1ltv,User 1,"What	is	the	greatest	accomplishment	of	your	life?","What	is	the	greatest	accomplishment	of	your	life?",mturk,Close
group 540,1/25/2016 16:49,R_1OoWxsGuSXGUSc7,User 2,graduating college,graduating college,mturk,Close
group 540,1/25/2016 16:49,R_1OoWxsGuSXGUSc7,User 2,"What	is	the	greatest	accomplishment	of	your	life?","What	is	the	greatest	accomplishment	of	your	life?",mturk,Close
group 540,1/25/2016 16:50,R_vwQZMjZev7w1ltv,User 1,"congrats on that, I guess mine would be getting the kids up for school each day. They sleep like logs","congrats on that, I guess mine would be getting the kids up for school each day. They sleep like logs",mturk,Close
group 540,1/25/2016 16:50,R_vwQZMjZev7w1ltv,User 1,"What	is	your	most	treasured	memory?","What	is	your	most	treasured	memory?",mturk,Close
group 540,1/25/2016 16:51,R_1OoWxsGuSXGUSc7,User 2,I have a toddler so i dont have to worry about that yet,I have a toddler so i dont have to worry about that yet,mturk,Close
group 540,1/25/2016 16:51,R_1OoWxsGuSXGUSc7,User 2,my most treasured memory is the day my son was born,my most treasured memory is the day my son was born,mturk,Close
group 540,1/25/2016 16:51,R_1OoWxsGuSXGUSc7,User 2,"What	is	your	most	treasured	memory?","What	is	your	most	treasured	memory?",mturk,Close
group 540,1/25/2016 16:51,R_vwQZMjZev7w1ltv,User 1,ahh yes! I would agree the day my kids were born. Nothing like that day for sure.,ahh yes! I would agree the day my kids were born. Nothing like that day for sure.,mturk,Close
group 540,1/25/2016 16:52,R_vwQZMjZev7w1ltv,User 1,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?","If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",mturk,Close
group 540,1/25/2016 16:53,R_1OoWxsGuSXGUSc7,User 2,yes i would prepare everything so my son wouldnt be homeless,yes i would prepare everything so my son wouldnt be homeless,mturk,Close
group 540,1/25/2016 16:53,R_1OoWxsGuSXGUSc7,User 2,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you change	anything	about	the	way	you	are now	living?	Why?","If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you change	anything	about	the	way	you	are now	living?	Why?",mturk,Close
group 540,1/25/2016 16:53,R_vwQZMjZev7w1ltv,User 1,I would probably be wondering what was going to take me out the entire time but would do everything I could to prepair for the kids and hubby to live without me.,I would probably be wondering what was going to take me out the entire time but would do everything I could to prepair for the kids and hubby to live without me.,mturk,Close
group 540,1/25/2016 16:54,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 540,1/25/2016 16:54,R_1OoWxsGuSXGUSc7,User 2,ok lets hurry!!!,ok lets hurry!!!,mturk,Close
group 540,1/25/2016 16:54,R_vwQZMjZev7w1ltv,User 1,"oh no, we did not get done. lets see how far","oh no, we did not get done. lets see how far",mturk,Close
group 540,1/25/2016 16:54,R_1OoWxsGuSXGUSc7,User 2,"How	do	you	feel	about	your	relationship	with	your	mother?","How	do	you	feel	about	your	relationship	with	your	mother?",mturk,Close
group 540,1/25/2016 16:54,R_vwQZMjZev7w1ltv,User 1,"I love my mom, she is my best friend","I love my mom, she is my best friend",mturk,Close
group 540,1/25/2016 16:54,R_vwQZMjZev7w1ltv,User 1,"How	do	you	feel	about	your	relationship	with	your	mother?","How	do	you	feel	about	your	relationship	with	your	mother?",mturk,Close
group 540,1/25/2016 16:54,R_1OoWxsGuSXGUSc7,User 2,I used to get along better with my mom but now our relationship is cold and i dont like it. I wish it was better. it changed when my parents got divorced,I used to get along better with my mom but now our relationship is cold and i dont like it. I wish it was better. it changed when my parents got divorced,mturk,Close
group 540,1/25/2016 16:55,R_vwQZMjZev7w1ltv,User 1,im sorry,im sorry,mturk,Close
group 540,1/25/2016 16:55,R_1OoWxsGuSXGUSc7,User 2,me too. thanks,me too. thanks,mturk,Close
group 540,1/25/2016 16:55,R_vwQZMjZev7w1ltv,User 1,"Share	with	your	partner	an	embarrassing	moment	in	your	life.","Share	with	your	partner	an	embarrassing	moment	in	your	life.",mturk,Close
group 540,1/25/2016 16:55,R_1OoWxsGuSXGUSc7,User 2,embarressing moment?,embarressing moment?,mturk,Close
group 540,1/25/2016 16:55,R_1OoWxsGuSXGUSc7,User 2,queefing during sex for sure,queefing during sex for sure,mturk,Close
group 540,1/25/2016 16:56,R_vwQZMjZev7w1ltv,User 1,"I had a new job and was walking from my office unto the hallway. one of the top dudes was entering my office door as I was going out, I tripped and fell into the hallway.","I had a new job and was walking from my office unto the hallway. one of the top dudes was entering my office door as I was going out, I tripped and fell into the hallway.",mturk,Close
group 540,1/25/2016 16:56,R_1OoWxsGuSXGUSc7,User 2,oh god,oh god,mturk,Close
group 540,1/25/2016 16:56,R_1OoWxsGuSXGUSc7,User 2,terrible,terrible,mturk,Close
group 540,1/25/2016 16:56,R_vwQZMjZev7w1ltv,User 1,whats qeefing,whats qeefing,mturk,Close
group 540,1/25/2016 16:56,R_vwQZMjZev7w1ltv,User 1,passing gas?,passing gas?,mturk,Close
group 540,1/25/2016 16:56,R_1OoWxsGuSXGUSc7,User 2,like farting from vagina when too much air goes in lol,like farting from vagina when too much air goes in lol,mturk,Close
group 540,1/25/2016 16:57,R_1OoWxsGuSXGUSc7,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?","When	did	you	last	cry	in	front	of	another	person?	By	yourself?",mturk,Close
group 540,1/25/2016 16:57,R_vwQZMjZev7w1ltv,User 1,yes!!! that is embarrassing,yes!!! that is embarrassing,mturk,Close
group 540,1/25/2016 16:57,R_1OoWxsGuSXGUSc7,User 2,lol it is,lol it is,mturk,Close
group 540,1/25/2016 16:57,R_vwQZMjZev7w1ltv,User 1,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?","When	did	you	last	cry	in	front	of	another	person?	By	yourself?",mturk,Close
group 540,1/25/2016 16:57,R_1OoWxsGuSXGUSc7,User 2,my last cry was when tha baby was a newborn and i was having baby blues,my last cry was when tha baby was a newborn and i was having baby blues,mturk,Close
group 540,1/25/2016 16:57,R_vwQZMjZev7w1ltv,User 1,"last night at church during service, and by myself? a couple weeks ago about raising a teenage daughter.","last night at church during service, and by myself? a couple weeks ago about raising a teenage daughter.",mturk,Close
group 540,1/25/2016 16:58,R_vwQZMjZev7w1ltv,User 1,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?","If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",mturk,Close
group 540,1/25/2016 16:58,R_1OoWxsGuSXGUSc7,User 2,I would regret not saying i love you to everyone i love and didnt get a chance,I would regret not saying i love you to everyone i love and didnt get a chance,mturk,Close
group 540,1/25/2016 16:58,R_1OoWxsGuSXGUSc7,User 2,". If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",". If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",mturk,Close
group 540,1/25/2016 16:59,R_vwQZMjZev7w1ltv,User 1,"errr, That lie I told my mom when I was a teenager that to this day i still deny. The reason I haven't told them any different? cause it was such a stupid lie.","errr, That lie I told my mom when I was a teenager that to this day i still deny. The reason I haven't told them any different? cause it was such a stupid lie.",mturk,Close
group 540,1/25/2016 16:59,R_vwQZMjZev7w1ltv,User 1,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?","Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",mturk,Close
group 540,1/25/2016 16:59,R_1OoWxsGuSXGUSc7,User 2,Lol i have dumb lies like that too,Lol i have dumb lies like that too,mturk,Close
group 540,1/25/2016 16:59,R_vwQZMjZev7w1ltv,User 1,haa haa,haa haa,mturk,Close
group 540,1/25/2016 16:59,R_1OoWxsGuSXGUSc7,User 2,I wouldnt get anything,I wouldnt get anything,mturk,Close
group 540,1/25/2016 16:59,R_1OoWxsGuSXGUSc7,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?","Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",mturk,Close
group 540,1/25/2016 16:59,R_1OoWxsGuSXGUSc7,User 2,I would just keep going,I would just keep going,mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,one more question!,one more question!,mturk,Close
group 540,1/25/2016 17:00,R_vwQZMjZev7w1ltv,User 1,"I would grab our paperwork container, why cause it has birth cert etc in int","I would grab our paperwork container, why cause it has birth cert etc in int",mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,oh yeah thats true,oh yeah thats true,mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,i have a binder with all that,i have a binder with all that,mturk,Close
group 540,1/25/2016 17:00,R_vwQZMjZev7w1ltv,User 1,". Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",". Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?","Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,my son for sure,my son for sure,mturk,Close
group 540,1/25/2016 17:00,R_1OoWxsGuSXGUSc7,User 2,i just cant imagine losing ihm,i just cant imagine losing ihm,mturk,Close
group 540,1/25/2016 17:00,R_vwQZMjZev7w1ltv,User 1,"thats true,","thats true,",mturk,Close
group 540,1/25/2016 17:01,R_vwQZMjZev7w1ltv,User 1,"i would say, my own. I wouldn't want to leave them","i would say, my own. I wouldn't want to leave them",mturk,Close
group 540,1/25/2016 17:01,R_vwQZMjZev7w1ltv,User 1,well we did it,well we did it,mturk,Close
group 540,1/25/2016 17:01,R_vwQZMjZev7w1ltv,User 1, :sunglasses:, :sunglasses:,mturk,Close
group 540,1/25/2016 17:01,R_1OoWxsGuSXGUSc7,User 2,thatsa true. i have peace of mind with that bc my DF is a rgeat guy and can great care of him. but i guess my own would be tragic for myself,thatsa true. i have peace of mind with that bc my DF is a rgeat guy and can great care of him. but i guess my own would be tragic for myself,mturk,Close
group 540,1/25/2016 17:02,R_1OoWxsGuSXGUSc7,User 2,yay!! high fi8ve,yay!! high fi8ve,mturk,Close
group 540,1/25/2016 17:02,R_1OoWxsGuSXGUSc7,User 2,it was nice talking to you,it was nice talking to you,mturk,Close
group 540,1/25/2016 17:02,R_vwQZMjZev7w1ltv,User 1,"you too, and great questions","you too, and great questions",mturk,Close
group 540,1/25/2016 17:03,R_vwQZMjZev7w1ltv,User 1,have a great day and may we do some more great surverys,have a great day and may we do some more great surverys,mturk,Close
group 540,1/25/2016 17:03,,System,>> User 1 has Disconnected,,,
group 540,1/25/2016 17:03,,System,>> User 2 has Disconnected,,,
group 540,1/25/2016 17:04,,System,>> This chat has now expired.,,,
group 541,1/25/2016 16:32,,System,>> User 1 has Connected,,,
group 541,1/25/2016 16:33,,System,>> All chat participants have arrived. You may now chat!,,,
group 541,1/25/2016 16:33,,System,>> User 2 has Connected,,,
group 541,1/25/2016 16:33,R_2VeV57r1g6VNxZN,User 1,". Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",". Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",mturk,Close
group 541,1/25/2016 16:34,R_2VeV57r1g6VNxZN,User 1,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?","Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",mturk,Close
group 541,1/25/2016 16:34,R_3qvOTjv8oWOnpMM,User 2,my grandfather,my grandfather,mturk,Close
group 541,1/25/2016 16:34,R_3qvOTjv8oWOnpMM,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest","Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest",mturk,Close
group 541,1/25/2016 16:35,R_2VeV57r1g6VNxZN,User 1,My father.  There's a lot I never got to say.,My father.  There's a lot I never got to say.,mturk,Close
group 541,1/25/2016 16:35,R_2VeV57r1g6VNxZN,User 1,"What	would	constitute	a	""perfect""	day	for	you?","What	would	constitute	a	""perfect""	day	for	you?",mturk,Close
group 541,1/25/2016 16:35,R_3qvOTjv8oWOnpMM,User 2,Being out in nature alone with my thoughts.,Being out in nature alone with my thoughts.,mturk,Close
group 541,1/25/2016 16:35,R_3qvOTjv8oWOnpMM,User 2,"What	would	constitute	a	""perfect""	day	for	you?","What	would	constitute	a	""perfect""	day	for	you?",mturk,Close
group 541,1/25/2016 16:36,R_2VeV57r1g6VNxZN,User 1,"Hanging out with my family, regardless of what we're doing, as long as we're all happy.","Hanging out with my family, regardless of what we're doing, as long as we're all happy.",mturk,Close
group 541,1/25/2016 16:36,R_3qvOTjv8oWOnpMM,User 2,"f	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?","f	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",mturk,Close
group 541,1/25/2016 16:36,R_2VeV57r1g6VNxZN,User 1,Mind.,Mind.,mturk,Close
group 541,1/25/2016 16:36,R_2VeV57r1g6VNxZN,User 1,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?","If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",mturk,Close
group 541,1/25/2016 16:37,R_3qvOTjv8oWOnpMM,User 2,I would choose my mind also.,I would choose my mind also.,mturk,Close
group 541,1/25/2016 16:37,R_2VeV57r1g6VNxZN,User 1,". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",mturk,Close
group 541,1/25/2016 16:37,R_3qvOTjv8oWOnpMM,User 2,Staying in one place instead of moving around.,Staying in one place instead of moving around.,mturk,Close
group 541,1/25/2016 16:38,R_3qvOTjv8oWOnpMM,User 2,". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",". If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",mturk,Close
group 541,1/25/2016 16:38,R_2VeV57r1g6VNxZN,User 1,I wouldn't have grown up so fast.,I wouldn't have grown up so fast.,mturk,Close
group 541,1/25/2016 16:38,R_3qvOTjv8oWOnpMM,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?","If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",mturk,Close
group 541,1/25/2016 16:39,R_2VeV57r1g6VNxZN,User 1,"Skipped one - If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?","Skipped one - If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",mturk,Close
